participant_id,condition,session_mode,participant_group,baseline_recall,recruitment_wave,site,retained_7d
p_002060,rereading,lab,undergraduate,high,late,west,0
p_002061,rereading,remote,community,high,early,east,0
p_002062,rereading,remote,community,low,early,west,1
p_002063,retrieval_practice,remote,community,low,late,east,1
p_002064,retrieval_practice,lab,community,low,early,west,0
p_002065,rereading,remote,undergraduate,high,early,west,1
p_002066,rereading,lab,community,high,early,east,0
p_002067,retrieval_practice,lab,undergraduate,low,late,west,1
p_002068,rereading,lab,undergraduate,high,early,east,1
p_002069,rereading,remote,community,high,late,east,0
p_002070,retrieval_practice,lab,community,high,early,east,1
p_002071,rereading,remote,undergraduate,high,early,west,1
p_002072,rereading,lab,undergraduate,high,early,west,1
p_002073,rereading,lab,undergraduate,high,early,east,0
p_002074,retrieval_practice,lab,community,low,early,east,1
p_002075,rereading,lab,community,low,early,west,0
p_002076,rereading,remote,community,low,early,east,0
p_002077,retrieval_practice,remote,undergraduate,high,early,east,1
p_002078,retrieval_practice,remote,undergraduate,high,early,east,1
p_002079,retrieval_practice,remote,community,high,late,east,0
p_002080,rereading,lab,undergraduate,high,early,east,1
p_002081,retrieval_practice,lab,community,high,early,west,0
p_002082,rereading,lab,undergraduate,low,late,west,0
p_002083,rereading,remote,community,low,late,west,0
p_002084,rereading,lab,community,high,early,east,0
p_002085,rereading,remote,undergraduate,high,late,west,1
p_002086,rereading,lab,community,low,late,east,1
p_002087,rereading,lab,community,low,early,west,1
p_002088,rereading,lab,undergraduate,high,early,west,1
p_002089,rereading,lab,undergraduate,low,late,east,0
p_002090,retrieval_practice,lab,undergraduate,low,late,west,0
p_002091,retrieval_practice,remote,undergraduate,high,late,west,1
p_002092,retrieval_practice,lab,undergraduate,low,late,east,1
p_002093,rereading,remote,undergraduate,low,early,west,0
p_002094,retrieval_practice,remote,undergraduate,low,early,west,0
p_002095,rereading,remote,undergraduate,low,late,west,1
p_002096,retrieval_practice,remote,undergraduate,high,late,east,1
p_002097,rereading,remote,community,high,early,east,1
p_002098,retrieval_practice,lab,undergraduate,low,early,west,1
p_002099,retrieval_practice,remote,undergraduate,low,early,west,1
p_002100,retrieval_practice,remote,community,low,late,east,1
p_002101,rereading,lab,undergraduate,low,early,east,1
p_002102,rereading,remote,undergraduate,high,late,west,1
p_002103,retrieval_practice,lab,community,low,late,east,1
p_002104,retrieval_practice,lab,undergraduate,low,early,east,0
p_002105,retrieval_practice,lab,undergraduate,low,early,east,0
p_002106,retrieval_practice,lab,community,high,early,east,0
p_002107,retrieval_practice,lab,undergraduate,low,late,east,1
p_002108,rereading,lab,undergraduate,high,early,west,1
p_002109,retrieval_practice,lab,undergraduate,low,early,west,1
p_002110,rereading,lab,undergraduate,low,early,east,0
p_002111,rereading,lab,community,high,early,west,0
p_002112,retrieval_practice,remote,undergraduate,high,late,west,0
p_002113,retrieval_practice,lab,undergraduate,low,early,west,0
p_002114,rereading,lab,community,low,early,west,1
p_002115,retrieval_practice,remote,undergraduate,high,early,west,1
p_002116,retrieval_practice,remote,undergraduate,high,early,west,0
p_002117,rereading,remote,community,high,early,east,1
p_002118,rereading,remote,undergraduate,high,late,east,0
p_002119,retrieval_practice,lab,undergraduate,low,late,west,0
p_002120,retrieval_practice,lab,undergraduate,low,late,west,1
p_002121,retrieval_practice,lab,undergraduate,low,early,east,0
p_002122,retrieval_practice,lab,community,high,late,west,0
p_002123,retrieval_practice,remote,community,low,early,east,1
p_002124,rereading,lab,community,low,early,west,1
p_002125,retrieval_practice,lab,undergraduate,low,late,east,0
p_002126,rereading,lab,undergraduate,high,early,west,1
p_002127,retrieval_practice,lab,community,low,early,east,0
p_002128,retrieval_practice,lab,community,high,early,east,1
p_002129,retrieval_practice,remote,community,low,early,east,1
p_002130,rereading,lab,community,low,early,west,0
p_002131,rereading,lab,undergraduate,low,early,east,1
p_002132,rereading,remote,undergraduate,low,early,west,1
p_002133,rereading,lab,undergraduate,low,late,east,0
p_002134,retrieval_practice,lab,undergraduate,low,early,west,0
p_002135,retrieval_practice,remote,undergraduate,high,late,east,0
p_002136,rereading,lab,undergraduate,high,late,east,0
p_002137,rereading,remote,undergraduate,low,late,east,0
p_002138,rereading,lab,undergraduate,high,early,east,1
p_002139,rereading,lab,undergraduate,low,late,east,1
p_002140,retrieval_practice,lab,community,high,late,west,0
p_002141,retrieval_practice,lab,undergraduate,low,early,east,0
p_002142,retrieval_practice,lab,community,low,late,east,1
p_002143,rereading,lab,undergraduate,high,late,west,0
p_002144,retrieval_practice,lab,community,high,early,east,0
p_002145,rereading,lab,undergraduate,high,early,west,1
p_002146,retrieval_practice,lab,community,high,early,east,0
p_002147,rereading,lab,community,low,late,east,0
p_002148,retrieval_practice,remote,community,high,late,east,1
p_002149,retrieval_practice,remote,undergraduate,high,late,west,1
p_002150,retrieval_practice,lab,undergraduate,low,late,west,1
p_002151,rereading,lab,undergraduate,low,late,west,0
p_002152,retrieval_practice,remote,undergraduate,low,late,west,0
p_002153,retrieval_practice,lab,community,high,early,east,1
p_002154,rereading,remote,undergraduate,high,early,east,0
p_002155,retrieval_practice,remote,undergraduate,high,early,west,0
p_002156,rereading,remote,undergraduate,high,late,west,0
p_002157,rereading,lab,undergraduate,low,early,east,0
p_002158,rereading,remote,undergraduate,low,early,east,0
p_002159,retrieval_practice,lab,community,low,early,west,1
p_002160,retrieval_practice,remote,community,low,late,east,1
p_002161,retrieval_practice,lab,community,low,late,east,1
p_002162,rereading,lab,undergraduate,high,late,west,1
p_002163,retrieval_practice,remote,undergraduate,high,late,west,1
p_002164,retrieval_practice,remote,undergraduate,low,late,east,1
p_002165,rereading,remote,undergraduate,high,early,east,1
p_002166,retrieval_practice,remote,undergraduate,low,early,west,0
p_002167,rereading,remote,community,high,late,east,1
p_002168,retrieval_practice,remote,undergraduate,high,early,west,0
p_002169,rereading,lab,community,low,early,east,0
p_002170,retrieval_practice,lab,community,low,late,west,0
p_002171,retrieval_practice,remote,undergraduate,high,early,east,0
p_002172,retrieval_practice,lab,community,low,early,west,1
p_002173,retrieval_practice,remote,undergraduate,high,late,east,1
p_002174,retrieval_practice,lab,undergraduate,low,late,east,1
p_002175,rereading,remote,community,high,early,east,0
p_002176,rereading,lab,undergraduate,high,early,east,0
p_002177,rereading,remote,undergraduate,low,late,west,1
p_002178,retrieval_practice,remote,community,high,late,east,1
p_002179,retrieval_practice,lab,undergraduate,low,early,west,0
p_002180,rereading,remote,undergraduate,low,late,east,1
p_002181,rereading,remote,undergraduate,high,early,east,0
p_002182,rereading,remote,undergraduate,low,late,east,1
p_002183,retrieval_practice,lab,community,high,late,east,1
p_002184,retrieval_practice,lab,community,high,late,west,1
p_002185,rereading,lab,undergraduate,low,late,west,0
p_002186,rereading,lab,community,high,late,east,1
p_002187,retrieval_practice,lab,undergraduate,low,late,west,1
p_002188,retrieval_practice,remote,undergraduate,low,early,east,0
p_002189,rereading,remote,undergraduate,low,late,east,1
p_002190,rereading,remote,undergraduate,high,late,east,0
p_002191,retrieval_practice,lab,undergraduate,low,late,east,0
p_002192,retrieval_practice,lab,community,high,late,east,1
p_002193,rereading,lab,community,low,late,east,0
p_002194,retrieval_practice,lab,undergraduate,low,early,west,1
p_002195,rereading,remote,undergraduate,low,late,east,1
p_002196,retrieval_practice,remote,undergraduate,high,late,west,0
p_002197,retrieval_practice,lab,undergraduate,high,late,east,1
p_002198,retrieval_practice,lab,community,low,late,east,1
p_002199,rereading,lab,undergraduate,high,early,east,0
p_002200,rereading,lab,undergraduate,high,late,west,1
p_002201,rereading,lab,community,low,late,west,1
p_002202,rereading,lab,undergraduate,high,early,east,1
p_002203,retrieval_practice,lab,community,low,early,east,0
p_002204,rereading,lab,community,low,late,east,1
p_002205,rereading,remote,undergraduate,low,late,east,1
p_002206,rereading,remote,undergraduate,high,late,east,1
p_002207,rereading,remote,undergraduate,low,late,west,1
p_002208,retrieval_practice,lab,undergraduate,low,late,east,1
p_002209,rereading,lab,community,high,late,west,1
p_002210,rereading,lab,undergraduate,high,late,east,1
p_002211,retrieval_practice,remote,undergraduate,high,late,west,0
p_002212,retrieval_practice,lab,community,high,early,west,1
p_002213,retrieval_practice,lab,community,low,early,east,0
p_002214,rereading,remote,undergraduate,high,late,west,0
p_002215,retrieval_practice,lab,community,high,late,east,1
p_002216,rereading,lab,undergraduate,high,late,west,1
p_002217,rereading,lab,undergraduate,high,early,east,1
p_002218,rereading,remote,undergraduate,low,early,east,0
p_002219,rereading,remote,undergraduate,high,late,west,0
p_002220,rereading,remote,undergraduate,low,early,east,0
p_002221,retrieval_practice,lab,undergraduate,low,early,east,0
p_002222,rereading,lab,undergraduate,high,late,west,0
p_002223,retrieval_practice,remote,undergraduate,low,late,east,1
p_002224,rereading,remote,undergraduate,low,late,west,1
p_002225,rereading,lab,community,low,early,west,0
p_002226,rereading,remote,undergraduate,low,late,east,0
p_002227,rereading,remote,undergraduate,high,early,east,1
p_002228,retrieval_practice,remote,community,high,early,east,1
p_002229,rereading,lab,community,low,early,west,0
p_002230,rereading,lab,undergraduate,high,late,west,0
p_002231,retrieval_practice,lab,undergraduate,high,late,west,1
p_002232,rereading,remote,undergraduate,low,early,east,0
p_002233,retrieval_practice,lab,community,high,early,west,1
p_002234,retrieval_practice,lab,community,low,late,west,1
p_002235,retrieval_practice,lab,community,high,early,west,1
p_002236,retrieval_practice,remote,undergraduate,high,early,east,1
p_002237,retrieval_practice,lab,community,low,late,east,0
p_002238,retrieval_practice,lab,community,high,late,east,0
p_002239,rereading,remote,community,low,early,east,0
p_002240,rereading,lab,undergraduate,high,late,east,1
p_002241,retrieval_practice,lab,undergraduate,low,early,west,1
p_002242,rereading,lab,undergraduate,high,late,east,0
p_002243,retrieval_practice,lab,undergraduate,high,late,east,1
p_002244,rereading,lab,community,high,early,west,1
p_002245,retrieval_practice,lab,undergraduate,high,early,west,0
p_002246,retrieval_practice,lab,undergraduate,high,late,west,1
p_002247,retrieval_practice,lab,undergraduate,low,late,east,1
p_002248,retrieval_practice,remote,undergraduate,low,early,west,0
p_002249,rereading,lab,community,low,late,west,0
p_002250,retrieval_practice,lab,undergraduate,high,late,west,0
p_002251,retrieval_practice,remote,undergraduate,low,early,east,1
p_002252,retrieval_practice,remote,community,high,early,east,1
p_002253,rereading,remote,community,high,late,west,0
p_002254,rereading,lab,undergraduate,high,late,west,0
p_002255,rereading,remote,undergraduate,low,late,east,1
p_002256,rereading,lab,community,low,late,east,0
p_002257,rereading,remote,community,low,early,east,0
p_002258,retrieval_practice,remote,undergraduate,high,early,east,0
p_002259,rereading,remote,community,low,early,east,0
p_002260,rereading,lab,undergraduate,low,early,west,1
p_002261,rereading,remote,undergraduate,low,late,west,1
p_002262,retrieval_practice,lab,undergraduate,low,early,east,1
p_002263,retrieval_practice,lab,undergraduate,high,late,west,1
p_002264,retrieval_practice,lab,undergraduate,high,late,west,1
p_002265,rereading,remote,undergraduate,low,late,west,0
p_002266,retrieval_practice,lab,community,high,early,east,0
p_002267,retrieval_practice,lab,undergraduate,high,early,west,0
p_002268,retrieval_practice,lab,community,high,late,west,1
p_002269,rereading,remote,undergraduate,low,late,east,0
p_002270,rereading,lab,community,low,late,west,1
p_002271,retrieval_practice,remote,undergraduate,high,early,west,1
p_002272,retrieval_practice,remote,undergraduate,low,early,east,1
p_002273,rereading,remote,undergraduate,high,late,west,1
p_002274,retrieval_practice,lab,undergraduate,high,late,west,0
p_002275,rereading,remote,undergraduate,low,late,west,1
p_002276,retrieval_practice,lab,undergraduate,high,early,east,1
p_002277,retrieval_practice,lab,undergraduate,high,early,west,1
p_002278,retrieval_practice,remote,undergraduate,low,late,east,0
p_002279,rereading,lab,community,high,early,east,1
p_002280,rereading,lab,undergraduate,high,early,east,1
p_002281,retrieval_practice,lab,community,high,late,east,0
p_002282,rereading,remote,undergraduate,low,late,east,1
p_002283,retrieval_practice,lab,undergraduate,high,early,west,1
p_002284,rereading,lab,undergraduate,low,late,west,1
p_002285,retrieval_practice,lab,undergraduate,high,late,east,1
p_002286,retrieval_practice,lab,undergraduate,low,early,east,0
p_002287,rereading,lab,community,high,late,west,1
p_002288,rereading,lab,undergraduate,high,late,west,0
p_002289,rereading,lab,community,low,early,west,0
p_002290,rereading,remote,undergraduate,high,early,west,1
p_002291,retrieval_practice,remote,undergraduate,low,late,west,1
p_002292,retrieval_practice,lab,undergraduate,high,early,west,1
p_002293,rereading,lab,undergraduate,low,early,east,1
p_002294,retrieval_practice,remote,community,low,late,west,1
p_002295,retrieval_practice,lab,community,low,late,east,0
p_002296,rereading,lab,undergraduate,high,early,east,1
p_002297,rereading,remote,undergraduate,high,late,west,1
p_002298,retrieval_practice,remote,undergraduate,low,late,west,0
p_002299,retrieval_practice,remote,undergraduate,low,early,east,1
p_002300,retrieval_practice,remote,undergraduate,high,late,west,0
p_002301,retrieval_practice,remote,undergraduate,high,early,west,0
p_002302,rereading,remote,community,high,early,west,0
p_002303,retrieval_practice,remote,undergraduate,high,early,west,0
p_002304,rereading,lab,undergraduate,high,early,west,1
p_002305,retrieval_practice,lab,undergraduate,high,late,west,1
