amount,merchant_category,hour,days_since_last_txn,txn_count_24h,avg_amount_30d,foreign,card_not_present,label
34.99,2,11,4.2,3,55.60,0,0,0
231.99,6,21,0.6,4,87.64,0,0,0
11.01,6,17,0.3,1,42.26,0,1,0
58.95,4,17,4.6,2,30.63,0,0,1
48.84,6,18,1.5,2,103.92,0,1,0
44.41,1,8,0.0,2,73.39,0,0,0
40.99,7,6,1.2,3,73.76,0,0,0
77.99,6,19,0.3,3,93.14,0,1,0
20.55,2,19,0.5,4,59.52,0,0,0
9.72,7,21,4.9,2,15.28,1,0,0
148.31,5,14,0.5,4,106.18,0,1,0
113.03,2,19,0.1,1,108.18,0,0,0
302.83,1,10,1.9,3,59.70,0,1,1
27.00,1,17,2.7,4,82.40,0,0,0
91.79,6,19,10.6,5,125.42,0,0,0
72.30,5,20,1.0,5,76.66,0,1,0
43.00,2,15,3.8,1,72.26,0,1,0
108.99,0,19,3.0,3,184.13,0,0,0
59.60,1,9,0.4,1,55.47,0,0,0
34.00,8,11,2.5,1,23.50,0,0,0
63.50,6,19,0.0,1,29.58,0,0,0
26.99,4,14,1.3,4,30.04,0,0,0
175.00,0,16,3.5,3,26.12,0,1,1
67.34,5,14,2.5,6,24.60,0,0,0
249.31,8,8,1.4,5,35.62,0,1,1
15.80,6,22,0.7,5,22.20,0,0,0
87.53,3,11,2.1,1,214.08,0,0,0
70.99,11,11,1.7,4,34.73,0,0,0
137.00,10,19,1.7,4,69.59,0,0,0
29.21,4,6,0.4,3,62.37,0,0,0
8.04,5,14,0.2,3,14.64,1,1,1
182.99,2,20,0.4,3,114.16,0,1,0
24.00,2,23,1.2,3,49.66,0,1,0
5.99,3,2,0.5,6,18.95,0,0,0
117.38,10,13,0.7,2,77.26,0,1,0
144.99,5,16,9.4,2,64.70,0,0,0
144.99,5,16,9.4,2,64.70,0,0,0
40.04,2,7,2.4,2,63.33,0,0,0
93.16,2,9,8.2,3,139.43,0,1,0
337.00,10,13,9.8,2,80.55,0,0,0
122.95,6,13,0.4,1,153.50,1,1,1
17.00,9,16,1.6,3,27.71,0,1,0
213.95,9,15,4.2,1,101.12,0,0,0
337.00,4,16,2.3,3,144.66,0,0,0
180.82,9,17,2.1,1,83.77,0,1,0
180.82,9,17,2.1,1,83.77,0,1,0
30.00,11,18,2.1,2,47.82,1,0,0
77.37,2,8,1.8,2,38.48,0,0,0
54.95,3,19,0.5,3,226.88,0,1,0
10.50,5,21,0.0,1,26.66,0,0,0
155.00,4,10,0.3,3,116.43,0,0,0
115.95,7,10,1.5,2,84.29,0,1,0
26.99,8,9,0.2,4,64.92,0,0,0
353.99,1,2,0.6,3,60.63,0,0,1
24.30,4,11,0.1,2,44.04,0,0,0
121.24,0,9,1.0,2,66.63,0,0,0
53.49,2,21,5.5,2,56.91,0,1,0
942.10,7,14,4.8,5,126.15,0,0,1
55.15,0,0,0.1,2,62.42,0,0,0
89.00,2,21,0.9,3,30.72,0,1,1
33.00,5,12,3.5,1,21.69,0,0,0
271.38,0,9,1.0,2,86.76,0,1,0
8.68,9,14,3.0,4,16.23,0,0,0
547.99,3,12,8.3,2,127.15,0,0,0
46.11,0,6,3.6,2,50.05,0,0,0
149.99,3,9,2.5,2,110.43,0,1,0
11.69,0,13,4.8,3,22.34,0,0,0
20.50,0,7,2.1,2,9.18,0,1,0
77.84,5,14,3.6,2,126.98,0,1,0
58.12,7,14,0.2,6,25.83,0,0,0
52.95,6,23,9.0,2,152.85,0,0,0
109.98,4,11,4.7,1,64.42,0,1,0
70.95,2,8,0.3,8,73.66,0,1,0
59.25,7,19,5.1,3,117.11,0,0,0
101.17,0,14,2.7,3,140.93,0,1,0
130.99,3,15,1.4,2,115.99,0,0,0
66.43,8,15,1.9,4,87.34,0,0,0
291.30,1,8,2.8,4,93.65,0,0,0
11.41,0,16,0.3,6,28.67,0,0,0
17.99,1,21,0.3,3,44.51,1,0,0
8.17,10,11,4.3,6,38.79,0,0,0
32.50,1,16,2.3,3,28.66,0,0,0
33.05,0,17,0.8,3,46.15,0,0,0
10.99,8,10,1.3,3,29.19,0,0,0
209.00,11,18,3.2,4,110.09,0,0,0
422.41,10,10,0.3,2,125.83,0,1,1
56.00,5,22,0.0,1,52.94,0,0,0
14.00,4,12,1.8,7,24.47,1,0,0
105.00,2,16,0.1,1,100.82,0,0,0
36.83,10,13,2.6,1,44.99,0,1,0
278.00,2,9,2.2,2,98.77,0,1,0
17.50,6,14,0.4,2,31.98,0,1,0
61.10,6,22,0.5,3,65.00,0,0,0
74.50,2,9,0.1,5,34.39,0,1,0
127.41,0,23,0.7,2,125.60,0,0,0
17.55,8,11,0.3,2,46.68,0,0,0
57.95,0,12,1.3,1,33.99,0,0,0
210.00,4,11,0.3,3,50.22,0,1,1
138.08,0,19,5.3,3,87.42,0,0,0
29.00,2,17,0.6,3,42.60,0,1,0
75.99,1,18,0.2,5,117.84,0,0,0
149.56,1,13,2.5,4,153.42,0,1,0
96.71,3,0,4.4,2,102.43,0,0,0
449.50,2,11,3.7,3,,0,0,0
56.55,5,17,0.2,2,66.27,0,0,0
197.74,0,21,6.8,4,133.08,0,1,0
168.99,2,14,1.7,4,98.28,0,1,0
70.76,9,17,0.1,2,42.39,0,0,0
39.34,5,16,2.1,2,24.78,0,0,0
163.01,0,14,1.5,5,113.77,0,0,0
46.00,11,15,0.5,2,43.23,0,0,0
32.97,0,6,6.0,4,15.95,0,0,0
44.23,1,8,1.0,2,27.12,0,0,0
111.29,9,11,2.2,3,76.41,1,1,1
22.27,3,14,2.2,3,69.56,0,0,0
189.57,0,15,3.1,3,141.97,0,0,0
57.66,6,2,1.9,1,47.36,0,0,0
55.00,1,21,0.9,5,66.83,0,0,0
66.91,0,11,0.0,2,29.56,0,1,0
9.92,1,9,2.1,5,41.75,0,0,0
62.05,1,17,6.0,1,115.96,0,0,0
192.49,9,21,1.8,1,24.64,0,0,1
56.00,0,16,0.1,3,21.53,0,0,0
975.99,11,8,2.7,2,151.12,0,0,1
68.00,3,11,0.7,2,42.39,0,0,0
45.96,3,12,2.8,3,85.15,0,0,0
36.50,0,16,1.9,2,45.06,1,0,0
19.56,0,11,3.4,1,39.08,1,0,0
161.55,2,13,0.2,2,69.69,0,0,0
92.86,7,17,7.0,3,55.20,0,1,0
122.06,6,8,10.8,4,134.29,0,0,0
112.99,11,10,0.2,1,26.02,0,1,1
152.99,10,19,0.1,1,170.17,0,0,0
52.99,1,23,1.0,2,72.00,0,0,0
120.52,1,11,1.1,1,93.15,0,1,0
8.00,9,15,1.7,2,21.11,0,1,0
291.00,2,13,1.6,2,246.22,0,0,0
26.52,8,9,2.7,1,34.34,0,0,0
48.00,11,11,4.4,4,37.59,0,0,0
34.74,0,23,1.4,3,19.10,1,1,0
68.13,2,16,0.5,3,49.18,0,0,0
23.99,11,11,0.7,2,53.74,0,0,0
131.72,6,9,1.7,2,74.53,0,0,0
277.00,4,10,1.6,3,104.15,0,0,0
66.17,5,20,0.5,1,44.68,0,0,0
11.99,3,14,1.3,3,26.96,1,0,0
21.83,2,18,1.7,3,39.18,0,0,0
129.66,4,12,1.7,4,84.01,0,0,0
40.95,4,17,3.2,2,130.97,0,0,0
187.99,6,9,1.6,3,37.64,0,0,0
170.30,10,21,0.2,4,59.35,0,0,0
129.99,7,11,2.0,2,63.87,0,0,0
41.19,2,12,0.7,1,66.09,0,1,0
36.99,2,23,2.9,4,145.75,1,1,0
80.08,5,13,1.2,1,21.17,0,0,0
87.30,9,19,4.7,2,85.64,0,0,0
8.81,7,14,3.1,2,32.11,0,1,0
760.47,8,21,0.5,6,135.87,0,0,1
71.59,9,13,3.4,1,62.95,0,0,0
60.66,11,11,1.0,4,115.39,0,1,0
90.00,3,18,4.1,3,118.78,0,1,0
14.95,7,18,0.9,3,49.72,0,1,0
354.18,1,12,0.1,3,325.72,1,1,1
92.17,8,11,2.6,3,239.14,0,0,0
104.37,1,14,3.0,1,41.46,0,1,0
53.40,8,18,0.0,5,48.05,0,1,0
107.18,7,10,4.1,1,59.79,0,1,0
18.07,1,12,0.1,2,22.27,0,0,0
28.91,2,8,6.0,4,,0,1,1
151.31,3,21,2.2,2,162.38,0,1,0
12.27,9,23,4.4,4,27.33,0,0,0
70.72,3,9,1.4,2,84.81,0,1,0
166.42,7,1,7.4,1,257.01,0,1,0
27.00,6,9,1.6,3,46.97,0,0,0
391.00,8,13,0.3,1,137.29,0,0,0
71.99,5,13,1.6,3,40.11,0,1,0
965.91,2,12,0.7,3,228.52,0,0,0
151.99,0,12,6.7,3,193.28,0,1,0
257.42,2,19,3.2,2,55.40,0,1,1
22.51,0,16,3.1,3,30.34,0,0,0
99.16,4,12,0.5,1,44.12,0,1,0
198.99,3,9,1.3,1,90.02,0,1,0
45.99,4,23,0.9,1,43.35,0,1,0
27.73,0,21,1.0,4,32.76,0,0,0
80.77,0,13,0.0,2,16.28,0,0,0
47.83,8,20,2.3,1,,0,0,0
8.53,4,13,0.8,1,17.92,0,0,0
72.59,8,21,1.3,4,69.12,1,0,0
43.00,9,18,1.0,4,29.64,0,1,0
95.62,9,20,0.8,2,40.72,0,0,0
129.95,7,2,16.5,2,147.80,0,0,0
23.81,0,19,0.7,1,23.52,0,0,0
662.99,3,13,0.5,2,,0,0,0
69.00,4,18,0.6,2,147.98,0,0,0
59.68,2,13,1.8,3,104.81,0,0,0
10.04,9,8,6.3,4,26.52,0,1,0
77.00,3,15,1.1,2,81.15,0,0,0
108.99,1,17,1.0,3,47.63,0,0,0
19.02,5,9,1.6,4,46.61,0,0,0
13.53,5,14,3.5,3,19.93,0,1,0
27.89,0,20,1.3,2,36.39,1,0,0
79.79,11,21,0.3,3,,0,0,0
48.99,2,22,2.1,1,26.79,0,0,0
86.84,6,13,0.1,2,69.39,0,0,0
122.17,2,17,4.2,2,171.42,0,0,0
130.22,2,11,0.5,3,46.14,0,0,0
453.25,10,4,2.0,3,96.43,0,1,1
25.60,7,18,0.1,1,53.20,0,0,0
26.13,3,6,2.2,2,110.52,0,1,0
204.00,0,0,1.1,3,42.82,0,0,1
63.89,3,10,2.7,2,80.02,0,0,0
58.96,1,5,0.0,4,86.96,0,0,0
76.99,0,15,0.2,2,110.00,0,1,0
100.99,0,3,4.3,4,203.15,0,1,0
28.59,0,9,0.3,3,25.85,0,1,0
132.28,10,19,4.7,3,99.82,0,0,0
17.73,10,17,2.0,3,63.82,0,1,0
17.73,10,17,2.0,3,63.82,0,1,0
37.44,8,14,6.8,3,50.37,0,1,0
1278.00,4,12,3.3,2,192.07,1,0,1
46.63,2,17,0.6,2,67.58,0,1,0
26.39,11,0,1.5,4,31.58,0,0,0
95.22,9,16,2.4,1,168.81,0,1,1
76.86,5,21,5.7,5,46.93,1,0,0
60.99,2,9,0.1,2,55.25,0,0,0
17.22,8,21,0.9,2,50.46,0,0,0
233.03,6,13,1.8,1,225.59,0,1,0
11.99,1,11,0.2,1,15.63,0,0,0
30.93,0,16,2.6,2,123.68,0,1,0
149.31,5,5,2.3,2,29.52,0,0,1
43.00,5,15,2.6,2,54.26,0,0,0
134.00,6,15,1.7,2,131.30,0,0,0
16.50,5,7,6.3,2,65.49,0,0,0
105.95,1,10,0.3,2,84.55,1,1,1
520.52,6,12,0.6,1,236.69,0,1,0
4.18,4,15,0.3,2,20.95,0,0,0
228.89,1,9,2.4,1,87.29,0,0,0
123.60,4,9,1.9,2,96.90,0,0,0
37.99,2,9,1.1,2,58.12,0,0,0
45.75,4,2,0.3,3,97.84,0,0,0
20.99,2,0,2.9,2,55.15,0,0,0
112.41,1,18,8.7,1,61.46,0,0,0
53.00,11,8,3.0,1,103.00,0,0,0
50.09,5,23,1.9,5,54.09,1,1,1
20.99,0,13,0.5,2,59.86,1,0,0
40.95,5,15,0.3,5,88.99,0,1,0
74.00,1,11,6.1,1,40.60,1,0,0
109.00,6,10,3.7,1,97.81,0,0,0
38.74,5,9,3.2,2,37.15,0,0,0
46.99,8,8,12.5,3,53.96,1,0,0
54.41,8,9,2.0,3,22.37,0,0,0
19.85,2,10,1.4,3,30.37,0,1,0
17.99,1,8,1.0,2,30.20,0,1,0
4.00,5,17,3.7,2,22.89,0,0,0
40.77,11,6,0.2,1,60.26,0,0,0
40.77,11,6,0.2,1,60.26,0,0,0
83.61,10,18,1.4,5,138.68,0,0,0
40.42,4,14,1.8,4,21.31,0,0,0
88.00,3,16,0.4,2,44.43,0,1,0
34.03,2,17,0.9,2,79.67,0,1,0
228.88,4,8,0.0,4,41.18,0,0,1
38.50,1,12,2.8,3,46.27,0,0,0
33.22,7,12,1.3,2,64.80,0,1,0
53.50,11,23,6.6,1,96.71,0,1,0
60.95,0,1,0.3,2,59.92,0,1,0
6.99,6,12,1.5,1,31.22,0,1,0
35.00,2,2,1.0,5,78.79,0,0,0
14.26,4,15,1.2,1,20.04,0,0,0
28.00,0,16,0.2,4,38.64,0,0,0
149.55,0,13,10.0,2,92.99,0,1,0
128.93,9,11,0.7,3,203.54,0,0,0
201.75,0,18,0.4,2,29.15,0,0,1
52.17,7,11,1.0,1,68.50,0,0,0
22.50,11,12,1.6,5,38.09,1,1,1
21.41,4,13,1.7,3,41.12,0,1,0
133.32,11,9,2.7,2,50.48,0,0,0
56.75,1,6,2.3,3,,0,0,0
67.16,4,15,1.0,4,63.99,0,1,0
10.00,6,13,0.5,4,25.31,0,0,0
36.41,0,14,1.3,4,54.00,0,0,0
164.95,0,9,0.8,1,90.75,0,0,0
94.00,2,20,1.7,3,104.59,1,0,0
106.17,6,13,2.2,2,64.62,0,0,0
29.00,0,6,7.2,3,34.15,0,1,0
826.00,7,13,1.7,3,191.56,0,0,1
50.99,5,16,4.2,2,67.38,0,0,0
23.63,8,13,2.3,3,32.82,0,0,0
20.42,1,21,3.9,2,34.04,0,0,0
10.53,2,5,1.1,2,63.43,0,0,0
57.00,3,3,2.5,2,58.26,0,1,0
70.99,5,4,3.1,4,35.01,0,0,0
230.00,3,19,1.0,1,118.18,0,1,0
180.99,0,10,1.5,1,52.66,0,0,0
50.50,1,8,0.7,2,67.49,0,1,0
4.42,3,10,2.2,1,63.32,0,0,0
189.50,3,16,0.8,3,82.44,0,0,0
16.95,2,15,0.7,2,43.14,0,0,0
87.86,7,16,0.7,3,29.16,0,0,0
83.03,5,19,3.1,3,98.50,0,1,0
212.96,1,13,3.5,2,39.58,0,1,1
36.00,8,19,0.5,3,26.89,0,0,0
106.00,8,14,0.3,2,73.81,0,0,0
52.00,9,11,3.7,3,72.68,0,0,1
149.95,2,18,2.1,2,50.16,0,0,0
27.99,0,12,6.3,3,53.24,0,0,0
20.99,6,10,0.6,5,36.43,0,0,0
22.58,1,19,3.4,2,61.24,0,1,0
507.70,8,19,3.8,2,58.37,0,1,0
47.02,4,8,2.6,2,22.26,1,1,1
94.65,2,11,1.9,3,72.59,0,1,0
52.72,2,10,6.5,3,41.78,0,1,0
91.99,7,17,1.4,5,25.10,0,1,1
123.99,6,17,0.8,4,79.90,1,0,0
83.41,0,8,0.4,3,33.25,0,0,0
11.33,0,9,1.1,2,36.15,0,1,0
49.55,9,16,0.6,3,58.80,0,1,0
199.67,7,13,5.0,6,75.36,0,0,0
12.44,11,13,2.5,3,17.84,0,0,0
7.99,9,15,1.9,3,12.10,0,1,0
11.49,5,16,0.5,2,29.52,0,1,0
40.00,5,16,0.1,4,62.09,0,1,0
206.00,0,15,4.2,1,94.75,0,1,0
45.50,8,18,3.4,2,42.39,0,0,0
70.95,8,5,0.7,2,130.74,0,1,0
22.00,6,21,0.8,4,73.53,0,1,0
24.58,3,5,2.0,2,58.00,0,1,0
26.10,8,19,3.2,2,26.70,1,1,1
16.65,10,18,2.7,4,20.46,0,0,0
81.76,1,15,3.0,2,61.34,0,1,0
20.40,3,1,2.9,2,107.90,0,0,0
123.43,8,10,1.7,2,174.72,0,0,0
55.16,6,19,3.0,3,160.32,0,0,0
20.00,8,2,2.5,2,44.46,0,0,0
210.00,4,13,3.5,2,238.01,0,1,0
46.35,11,15,4.1,4,37.70,0,0,0
9.44,6,9,0.7,3,22.02,0,1,0
17.61,4,21,8.8,2,44.08,0,1,0
10.81,8,23,1.1,2,53.90,0,0,0
197.02,2,18,3.9,1,267.07,0,0,0
14.00,10,21,5.7,3,24.77,0,0,0
77.50,2,13,4.1,2,36.74,0,1,0
205.00,3,8,2.3,4,139.65,0,0,0
23.06,7,13,1.2,2,32.35,0,1,0
26.50,1,10,3.4,2,61.23,0,1,0
148.03,9,10,1.0,2,55.29,0,0,0
7.29,8,5,0.4,2,24.49,0,1,0
159.99,1,14,1.4,3,56.46,0,0,0
15.20,0,7,5.2,3,20.40,0,1,0
122.51,5,14,3.7,2,59.06,0,1,0
150.41,1,9,0.0,2,,0,0,0
36.95,2,8,1.1,2,52.47,0,1,0
571.99,2,16,8.4,2,80.05,0,0,1
52.08,2,9,0.0,3,41.48,0,1,0
93.75,7,13,1.8,1,114.14,0,0,0
10.98,1,14,6.7,4,24.53,0,0,0
29.00,11,8,7.7,4,45.56,0,1,0
738.50,7,13,4.0,2,94.46,0,0,1
71.00,7,7,2.2,4,73.10,0,1,0
29.69,4,11,1.1,3,24.31,0,1,0
288.00,0,14,3.2,3,124.85,0,0,0
87.99,11,21,1.3,1,87.23,1,1,1
358.30,2,18,0.8,1,142.35,0,0,0
106.00,1,23,3.2,1,48.78,0,1,0
212.95,10,7,2.5,1,168.83,1,0,0
132.83,2,16,6.4,2,78.21,0,0,0
122.25,5,23,0.6,5,149.84,0,0,0
81.99,5,9,2.2,3,63.45,0,1,0
44.82,8,17,2.5,5,38.62,0,0,0
52.99,0,14,0.2,4,65.76,0,1,0
527.86,5,12,4.6,3,103.00,0,0,0
143.96,3,14,0.5,4,173.50,0,0,0
21.95,7,5,0.0,3,16.27,0,0,0
21.95,7,5,0.0,3,16.27,0,0,0
226.29,5,13,0.4,7,47.97,0,1,1
335.98,3,11,2.1,4,71.75,0,0,0
16.00,7,12,0.8,2,50.49,0,0,0
104.40,4,21,0.5,4,90.55,0,0,0
270.66,8,13,4.6,2,118.59,0,1,0
145.80,7,10,0.7,2,52.53,0,0,0
189.39,0,20,0.5,2,139.80,0,0,0
204.32,5,16,3.7,3,70.34,0,0,0
57.95,1,15,1.0,6,50.47,0,1,0
180.98,4,11,2.2,7,39.11,0,0,1
57.93,10,21,0.8,1,34.75,1,1,1
232.84,8,18,0.7,5,97.04,0,0,0
718.99,6,7,3.3,2,94.08,0,0,0
198.00,11,19,6.7,2,75.61,0,0,0
25.00,1,17,1.1,2,70.23,0,1,0
84.74,6,14,4.7,1,138.70,0,0,0
6.20,1,12,1.9,4,16.56,0,0,0
93.64,0,19,2.3,3,59.43,0,1,0
97.00,2,1,2.7,6,97.05,0,1,0
27.99,6,17,0.4,2,45.20,0,0,0
74.63,8,19,3.5,2,119.81,0,1,0
26.86,5,14,2.3,4,20.82,0,0,0
117.50,0,4,2.9,1,80.42,0,0,0
61.00,2,22,2.1,1,40.50,0,0,0
41.66,0,16,4.1,2,66.97,0,0,0
16.58,2,17,1.0,1,18.31,0,0,0
82.77,3,15,4.6,2,32.48,0,0,0
26.94,6,15,6.9,5,59.32,1,1,0
61.95,11,4,6.5,2,64.20,0,1,0
28.99,11,23,0.9,2,44.22,0,0,0
35.52,3,13,3.2,2,79.71,0,0,0
107.30,0,12,0.7,5,104.83,0,0,0
33.19,1,23,1.2,2,48.68,0,1,0
50.44,0,14,0.2,1,39.99,0,0,0
139.95,0,10,10.5,4,47.54,0,0,0
67.99,2,20,3.0,5,64.37,0,0,0
120.75,5,22,0.1,1,119.02,0,0,0
107.99,9,18,0.5,2,111.42,0,0,0
73.95,4,16,0.4,1,46.42,0,1,0
150.06,7,12,4.6,2,151.18,0,0,0
42.99,4,8,3.4,2,51.37,0,1,0
14.50,9,13,7.1,2,17.83,0,0,0
27.49,7,21,0.1,2,115.20,0,0,0
32.17,3,19,1.4,1,23.65,0,1,0
56.09,5,18,0.2,1,41.73,0,0,0
79.00,4,11,3.3,1,69.20,0,1,0
104.99,0,13,2.5,3,184.83,0,1,0
24.57,4,17,2.1,3,49.02,0,0,0
21.79,3,21,2.3,1,38.29,0,0,0
30.22,0,16,3.8,3,33.27,0,0,0
12.31,8,17,0.2,4,30.14,0,0,1
40.99,6,4,0.0,2,20.58,0,1,1
13.70,3,18,1.4,2,32.49,0,1,0
18.99,2,16,0.1,2,56.19,0,1,0
78.07,0,13,0.5,2,46.77,1,0,0
54.00,9,21,0.3,2,62.38,0,0,0
33.50,0,9,3.6,2,34.69,0,1,0
210.16,4,14,2.8,2,89.09,0,0,0
28.40,2,9,5.8,2,22.64,0,0,0
27.99,5,6,1.8,2,69.01,0,0,0
316.50,11,8,0.6,4,82.95,0,0,0
43.00,2,9,1.2,2,32.98,0,1,0
45.00,7,14,2.2,3,154.48,0,0,0
53.98,0,15,0.0,1,71.50,0,0,0
164.00,6,19,3.1,2,81.53,0,0,0
14.50,4,14,0.8,1,86.68,0,1,0
118.08,10,13,6.6,4,70.44,0,0,0
64.35,1,13,4.2,3,54.63,0,0,0
157.45,7,16,1.6,2,90.79,0,0,0
49.95,3,11,3.9,1,39.68,1,1,1
111.32,7,20,0.7,4,38.84,0,1,1
129.99,9,4,0.9,4,53.48,0,0,1
37.77,0,12,1.6,2,20.29,0,0,0
226.32,1,18,1.1,2,75.18,0,0,0
4.04,0,10,1.6,3,10.23,0,0,0
30.99,4,15,8.2,4,192.78,0,0,0
51.21,9,16,0.3,2,52.15,0,0,0
46.95,4,17,0.5,3,74.51,0,1,0
16.00,6,20,1.4,4,51.65,0,1,0
73.95,0,0,4.1,3,72.59,0,0,0
13.06,3,0,0.2,3,64.39,0,0,0
235.80,3,17,1.3,1,129.65,0,1,0
200.05,11,5,1.9,2,71.74,0,1,1
21.45,2,0,1.1,2,50.62,0,0,0
24.46,6,18,0.3,3,27.40,1,0,0
60.91,8,17,0.9,1,52.89,0,1,1
23.89,11,19,7.7,3,56.08,0,0,0
29.98,6,6,1.8,3,86.71,0,1,0
44.94,1,16,0.7,1,16.37,0,0,0
86.21,2,13,0.6,3,72.69,0,0,0
106.00,4,13,1.9,4,110.77,0,0,0
96.51,5,14,4.3,3,51.15,0,0,0
90.10,0,11,3.0,2,96.82,0,0,0
86.58,5,22,1.9,3,31.37,0,1,0
26.80,1,16,2.3,2,47.29,0,0,0
52.30,4,15,0.5,2,39.42,0,1,0
51.96,0,0,0.2,5,58.33,0,1,0
231.99,2,22,2.1,2,107.90,0,0,0
283.42,3,14,0.7,6,170.12,1,0,0
525.10,4,9,1.4,3,92.06,0,1,1
134.99,0,13,0.0,1,108.39,0,1,1
28.64,3,9,0.6,3,64.27,0,1,0
10.41,0,18,0.9,3,17.68,0,1,0
34.96,5,15,1.0,2,155.54,0,0,0
37.57,5,23,0.5,3,58.58,0,0,0
130.00,3,22,0.7,4,78.58,0,1,0
72.49,0,13,0.2,2,47.36,0,1,0
30.43,8,13,0.0,3,16.31,0,0,0
52.00,3,11,2.3,1,28.39,0,1,0
74.70,11,6,3.4,4,39.35,0,0,0
26.00,8,5,2.5,4,49.25,0,1,0
83.71,4,9,0.2,3,49.60,0,0,0
117.48,3,18,0.3,1,61.51,0,1,0
229.08,2,6,1.0,3,58.89,0,0,0
82.99,8,11,4.3,2,44.76,0,1,0
16.00,1,7,0.3,4,37.72,1,1,0
110.99,4,18,6.2,3,234.27,0,1,0
43.36,5,17,1.9,1,119.93,0,0,0
46.87,3,22,5.1,1,106.71,0,0,0
13.99,6,10,0.1,3,99.24,0,0,0
23.65,0,13,2.1,2,68.50,0,0,0
52.56,10,11,6.7,2,30.83,0,0,0
289.53,6,10,0.2,1,56.17,0,0,0
37.75,3,11,0.2,2,20.20,0,0,0
41.12,1,17,0.2,1,70.71,0,0,0
110.31,2,6,4.5,5,64.64,0,0,0
116.99,1,12,2.4,5,235.64,0,0,0
149.42,0,16,1.5,2,98.21,0,1,0
38.51,0,22,2.2,3,59.24,0,0,0
31.68,5,20,0.5,3,18.25,0,1,0
22.10,3,11,0.1,3,20.24,1,0,0
96.00,10,20,0.7,2,48.43,0,1,0
58.99,8,10,0.3,2,17.77,0,0,0
115.99,8,15,1.1,2,27.85,0,0,0
35.94,5,11,4.1,1,66.89,0,1,0
7.00,7,18,1.7,1,13.96,0,0,0
163.76,5,19,0.3,1,139.76,0,0,0
32.84,4,20,0.4,3,40.16,1,1,1
50.00,0,12,3.9,1,44.56,0,0,0
73.32,11,11,2.5,2,100.23,0,1,0
276.00,10,21,1.4,2,166.49,0,0,0
172.99,6,17,1.4,1,82.52,0,1,0
33.68,0,10,2.8,5,43.10,0,1,0
95.63,4,4,1.1,1,27.92,0,0,1
143.04,0,22,0.7,2,67.35,0,0,0
393.95,8,6,1.4,1,62.79,0,1,0
66.93,5,11,0.7,3,65.25,0,0,0
54.00,10,19,0.1,2,63.21,0,1,0
88.43,1,23,1.7,4,28.33,0,0,0
254.00,10,19,1.4,3,65.12,0,0,0
34.62,3,16,3.1,1,69.54,1,0,0
21.56,9,15,0.5,5,83.36,0,1,0
73.87,7,19,0.5,4,22.78,0,0,0
87.99,11,5,0.3,3,35.74,0,1,1
183.92,3,23,3.0,1,44.53,0,1,0
29.88,4,15,0.7,2,32.34,0,0,0
36.87,0,14,0.7,3,62.23,0,0,0
75.55,1,21,1.7,1,44.19,0,1,0
18.30,10,10,0.2,3,24.88,0,1,0
309.00,2,15,3.2,2,76.54,0,1,1
144.66,3,16,3.6,1,96.52,0,0,0
44.31,6,15,5.6,2,55.91,0,0,0
32.99,5,3,0.4,2,22.40,0,0,0
15.40,6,18,0.4,2,28.49,0,0,0
24.55,4,19,0.9,1,54.07,0,0,0
142.27,5,17,3.7,4,108.69,0,1,0
124.99,6,14,0.7,3,102.15,0,0,0
149.99,8,12,1.1,2,38.44,0,0,0
142.32,0,10,5.9,5,69.83,0,0,0
3.00,0,17,2.4,3,21.06,0,0,0
91.96,3,13,0.8,2,111.31,0,0,0
48.15,3,12,2.6,1,74.11,0,0,0
44.99,0,18,0.5,4,38.57,0,0,0
30.95,5,12,1.4,2,95.69,0,0,0
48.87,7,2,8.0,2,32.60,0,0,0
59.37,2,19,0.1,3,34.38,0,0,0
60.53,4,10,8.0,3,79.55,0,1,0
54.99,8,13,5.4,2,31.97,0,1,0
13.09,4,21,1.2,3,47.15,0,0,0
39.99,1,12,3.8,2,48.09,0,0,0
7.96,8,4,2.3,4,83.19,0,0,0
35.65,1,16,0.1,2,48.73,0,0,0
55.69,3,21,2.3,1,25.63,0,0,0
34.64,9,14,5.0,3,55.03,0,0,0
4.00,9,19,2.8,2,23.24,0,0,0
75.02,6,12,3.7,2,46.66,0,0,0
21.09,4,10,4.7,1,50.62,0,1,0
133.11,3,14,0.3,1,94.23,0,1,0
372.01,11,18,6.0,3,329.55,0,1,0
72.99,4,14,1.0,3,55.17,0,0,0
31.60,2,14,0.3,4,42.79,1,1,1
304.78,4,18,2.6,3,131.42,0,0,0
18.50,11,19,3.0,4,29.57,0,1,0
26.95,2,12,1.1,1,74.28,0,0,0
27.33,9,16,0.6,2,27.01,0,0,0
66.20,11,13,0.0,3,42.72,0,0,0
249.46,1,19,3.0,3,238.63,1,1,1
233.68,8,13,1.8,3,229.44,0,0,0
29.99,1,9,4.3,4,,0,1,0
409.95,1,3,1.4,2,170.29,0,0,0
97.50,0,13,0.3,6,48.47,0,0,0
21.87,6,20,3.9,2,41.44,0,0,0
95.84,4,20,1.4,4,122.07,0,0,0
692.45,4,5,3.2,1,223.03,0,0,0
315.76,6,16,1.2,3,52.15,0,1,1
88.09,5,15,2.9,2,136.13,1,0,0
21.00,1,21,3.0,3,45.46,0,0,0
193.99,7,12,0.2,3,44.16,0,0,0
121.50,10,22,3.1,3,57.70,0,1,0
